Wall time,Step,Value
1712358141.566139,973,-13300.375
1712358151.9273298,1590,-15832.0
1712358155.4525294,1793,-16103.5361328125
1712358165.4861715,2389,-17293.97265625
1712358173.3396544,2846,-16571.2734375
1712358178.4561753,3150,-16037.9580078125
1712358186.4616845,3618,-15329.2861328125
1712358190.0475144,3825,-15681.43359375
1712358193.1705399,4002,-15332.53125
1712358196.097151,4165,-15209.1328125
1712358200.2680736,4408,-15494.84765625
1712358206.0199707,4755,-16421.408203125
1712358209.0803745,4926,-16218.1376953125
1712358215.4746342,5311,-17008.296875
1712358229.3739476,6107,-16698.599609375
1712358234.3800519,6404,-16558.130859375
1712358253.4382691,7513,-16615.150390625
1712358258.3712873,7806,-16699.4609375
1712358269.1618538,8455,-16939.970703125
1712358274.538975,8775,-17630.91015625
1712358283.678464,9310,-18644.58984375
1712358293.0516202,9838,-17939.689453125
1712358297.5750532,10105,-18319.470703125
1712358305.939417,10599,-18609.25
1712358308.830452,10760,-17653.880859375
1712358311.5126266,10910,-17322.830078125
1712358316.5526824,11211,-17138.900390625
1712358326.0420396,11773,-17311.0
1712358331.507648,12077,-16564.5
1712358335.1940389,12292,-16680.509765625
1712358348.2437162,13061,-16084.58984375
1712358352.9142084,13336,-16514.640625
1712358357.9171748,13632,-17314.990234375
1712358361.137435,13816,-16914.80078125
1712358364.96021,14038,-16308.0703125
1712358377.3119493,14757,-14927.16015625
1712358381.4539776,14998,-14342.0
1712358390.15093,15510,-15241.7900390625
1712358396.0960772,15841,-14952.0595703125
1712358400.34224,16089,-14960.73046875
1712358403.7281165,16282,-14094.759765625
1712358407.6925974,16511,-14394.16015625
1712358419.875186,17219,-14735.9697265625
1712358423.9505384,17457,-14922.759765625
1712358427.5396457,17663,-14958.349609375
1712358433.08135,17996,-15381.73046875
1712358442.131338,18529,-14845.25
1712358449.634148,18963,-14613.4501953125
1712358453.2640338,19172,-14193.3896484375
1712358471.7170491,20242,-14193.740234375
1712358477.424167,20584,-15139.2099609375
1712358482.144209,20864,-15319.7802734375
1712358487.121373,21162,-15393.7900390625
1712358492.064947,21456,-14667.0
1712358494.7721026,21608,-14668.5595703125
1712358515.8779106,22839,-15980.4599609375
1712358549.7668025,24826,-15658.9599609375
1712358561.2846675,25520,-17008.30078125
1712358564.0518765,25674,-16787.830078125
1712358568.5341036,25936,-16181.33984375
1712358594.5410397,27432,-15895.58984375
1712358604.76679,28017,-14731.669921875
1712358612.2181194,28448,-14796.0703125
1712358615.2513146,28620,-13685.4501953125
1712358618.7051823,28819,-13791.1796875
1712358636.4478495,29867,-13772.7802734375
1712358639.9681277,30071,-13356.7998046875
1712358644.528613,30341,-13211.23046875
1712358655.6994839,30985,-12448.4501953125
1712358659.2374842,31186,-12708.6201171875
1712358672.0943134,31938,-12962.349609375
1712358688.1328175,32865,-12726.9501953125
1712358697.5208933,33419,-13699.400390625
1712358705.9620929,33915,-14279.9404296875
1712358709.7243428,34133,-14631.41015625
1712358713.8073235,34370,-14796.3701171875
1712358717.545982,34585,-14786.1201171875
1712358721.1283782,34790,-14790.3896484375
1712358724.6500962,34993,-14810.1796875
1712358733.5660958,35515,-14363.400390625
1712358740.317525,35899,-14169.2900390625
1712358751.5288963,36544,-14145.7001953125
1712358755.144758,36751,-13950.0703125
1712358757.9607706,36907,-13399.66015625
1712358764.97234,37306,-12770.6796875
1712358768.4772077,37507,-13087.4296875
1712358770.8467894,37634,-12882.9599609375
1712358777.3291388,37999,-11921.6396484375
1712358781.8032756,38261,-11484.1904296875
1712358789.9344769,38738,-11370.330078125
1712358794.7744179,39024,-11369.6298828125
1712358801.1496038,39382,-10608.5498046875
1712358806.472034,39698,-10797.900390625
1712358818.4947674,40398,-11415.599609375
1712358835.2309878,41379,-10934.2998046875
1712358838.41067,41559,-11049.9404296875
1712358843.7920835,41880,-10433.3203125
1712358848.2206438,42141,-10627.1201171875
1712358854.724962,42512,-10535.5
1712358857.8256652,42687,-10480.76953125
1712358866.816261,43218,-11050.0302734375
1712358879.797133,44000,-12746.66015625
1712358884.4047282,44272,-13267.650390625
1712358887.8176675,44467,-13619.990234375
1712358890.9471114,44644,-13165.1103515625
1712358896.9311082,44979,-12263.349609375
1712358900.6920092,45197,-12694.91015625
1712358928.9516382,46850,-12551.6904296875
1712358946.0148869,47846,-13831.740234375
1712358960.9694545,48711,-14314.1201171875
1712358965.4117496,48974,-14008.740234375
1712358969.4428167,49209,-13959.01953125
1712358987.1795645,50161,-12944.6904296875
1712358990.3076708,50279,-12664.6396484375
1712358992.2090585,50345,-12424.75
1712359022.6657953,51772,-16722.4609375
1712359027.168759,51919,-15385.4404296875
1712359028.645694,51966,-15172.6904296875
1712359031.557395,52061,-14561.650390625
1712359033.114906,52113,-14073.3095703125
1712359034.5738754,52162,-13804.2998046875
1712359037.8506312,52272,-12454.26953125
1712359040.7174325,52381,-12188.9501953125
1712359042.7992003,52461,-12068.599609375
1712359045.8559945,52564,-11255.9501953125
1712359047.3504303,52615,-10890.919921875
1712359048.8182514,52664,-10346.2099609375
1712359050.4232473,52720,-9912.2900390625
1712359051.8688233,52765,-9588.6201171875
1712359053.30434,52813,-9050.3701171875
1712359057.8010654,52959,-7594.22021484375
1712359059.4761808,53015,-7458.759765625
1712359062.5869894,53119,-3128.64990234375
1712359068.5768938,53314,-3052.6201171875
1712359070.0479538,53362,-3052.489990234375
1712359073.095834,53464,-3072.889892578125
1712359075.9037204,53555,-2987.830078125
1712359077.4670422,53607,-2967.3701171875
1712359084.6854696,53845,-2664.360107421875
1712359089.0328736,53989,-2578.969970703125
1712359090.768757,54051,-2623.5
1712359092.3900645,54105,-2613.320068359375
1712359093.9575436,54159,-2648.239990234375
1712359096.9305532,54260,-2689.02001953125
1712359102.9557886,54458,-2754.340087890625
1712359106.1536624,54561,-2760.1298828125
1712359109.3784876,54671,-2738.8798828125
1712359111.8880503,54767,-3004.419921875
1712359113.443438,54819,-3094.989990234375
1712359119.914669,55040,-3184.530029296875
1712359121.5639825,55097,-3265.0400390625
1712359124.6593354,55201,-3264.760009765625
1712359129.06465,55365,-3680.22998046875
1712359145.5611563,56117,-5592.3798828125
1712359153.02221,56364,-5582.27001953125
1712359155.928636,56458,-5527.3798828125
1712359157.3575954,56506,-5542.5
1712359162.1834934,56669,-5708.169921875
1712359165.4139636,56779,-5508.990234375
1712359166.614443,56815,-5454.1201171875
1712359168.406609,56878,-5438.2001953125
1712359171.3879657,56977,-5423.58984375
1712359172.9185588,57029,-5332.990234375
1712359174.3109183,57074,-5247.7001953125
1712359180.1418607,57262,-4751.35986328125
1712359181.6153972,57312,-2903.830078125
1712359184.5916915,57411,-2769.1298828125
1712359189.0266488,57555,-2758.949951171875
1712359195.1464694,57756,-2819.6201171875
1712359196.6265,57805,-2744.25
1712359198.2782214,57861,-2724.449951171875
1712359199.812602,57913,-2729.179931640625
1712359204.3425343,58083,-2819.0
1712359209.2344434,58273,-3039.949951171875
1712359210.7016735,58321,-3085.27001953125
1712359212.2109149,58372,-3105.43994140625
1712359214.4382854,58453,-3200.639892578125
1712359223.069018,58786,-3774.2900390625
1712359225.2315392,58866,-3753.0
1712359229.7733576,59035,-3805.6298828125
1712359239.184222,59390,-4148.259765625
1712359243.508489,59549,-4231.2099609375
1712359248.4754777,59737,-4360.830078125
1712359250.2514665,59800,-4430.85986328125
1712359252.003797,59860,-4456.0
1712359253.8856525,59926,-4430.60986328125
1712359255.7202554,59990,-4415.2998046875
1712359259.550768,60128,-4375.259765625
1712359260.9883573,60176,-4330.75
1712359267.3515286,60407,-4505.22021484375
1712359270.5738695,60516,-4240.830078125
1712359272.1331103,60566,-4228.08984375
1712359276.2842185,60719,-4228.7900390625
1712359280.9936595,60895,-4274.5498046875
1712359284.0771163,61016,-4395.39990234375
1712359286.3164697,61097,-4415.31005859375
1712359290.6129174,61254,-4038.8701171875
1712359292.259783,61309,-3943.97998046875
1712359293.9105062,61368,-3915.639892578125
1712359295.901049,61439,-3744.429931640625
1712359299.8056104,61575,-3693.4599609375
1712359303.948363,61747,-4062.919921875
1712359311.8073847,62069,-4662.72021484375
1712359314.8009884,62189,-4762.580078125
1712359320.008525,62388,-4683.7099609375
1712359325.7160032,62609,-4478.52001953125
1712359331.0857332,62813,-4380.06982421875
1712359333.5027194,62902,-4392.16015625
1712359336.3194742,63009,-4438.7001953125
1712359341.9390006,63225,-4223.39013671875
1712359344.7755551,63337,-4147.06982421875
1712359353.0083754,63656,-3935.169921875
1712359355.6012807,63756,-3973.010009765625
1712359357.8688211,63839,-3970.1298828125
1712359361.0373,63963,-3973.469970703125
1712359366.4639926,64172,-3995.77001953125
1712359369.5566328,64293,-3990.7900390625
1712359372.2847302,64397,-3956.14990234375
1712359375.6696174,64532,-3533.77001953125
1712359388.8133476,65037,-2523.080078125
1712359399.5623252,65452,-2448.6201171875
1712359402.6283429,65572,-2405.3798828125
1712359407.1881745,65740,-2372.72998046875
1712359415.6113505,66060,-2552.409912109375
1712359434.9655576,66804,-2601.659912109375
1712359437.6157308,66904,-2517.050048828125
1712359446.6172588,67253,-2511.550048828125
1712359448.8673742,67340,-2506.199951171875
1712359451.1105728,67423,-2529.60009765625
1712359453.685466,67521,-2658.320068359375
1712359458.833353,67717,-2738.52001953125
1712359464.1633098,67920,-2751.679931640625
1712359469.589408,68128,-2699.39990234375
1712359474.4227939,68306,-2719.610107421875
1712359487.6119974,68812,-2677.139892578125
1712359499.2474263,69261,-2536.719970703125
1712359501.7866657,69360,-2400.050048828125
1712359504.2852492,69454,-2436.22998046875
1712359507.321035,69573,-2438.080078125
1712359512.358701,69765,-2470.449951171875
1712359515.2485962,69879,-2457.739990234375
1712359523.7537503,70209,-2447.22998046875
1712359532.394542,70550,-2357.889892578125
1712359540.3312316,70854,-2357.330078125
1712359549.0046096,71193,-2269.68994140625
1712359551.9804826,71313,-2273.72998046875
1712359555.637567,71461,-2276.699951171875
1712359558.104314,71557,-2221.0400390625
1712359560.3073354,71642,-2198.3701171875
1712359565.8916254,71868,-2230.070068359375
1712359568.5268514,71970,-2281.260009765625
1712359571.294289,72081,-2377.60009765625
1712359576.7522717,72299,-2397.89990234375
1712359579.1546183,72395,-2383.300048828125
1712359582.1223662,72517,-2375.0400390625
1712359587.3186648,72720,-2346.5400390625
1712359593.8593254,72989,-2250.570068359375
1712359595.9886353,73071,-2233.429931640625
1712359606.4734342,73485,-2311.1298828125
1712359617.7428083,73944,-2300.10009765625
1712359626.5218644,74301,-2274.949951171875
1712359628.7002668,74385,-2381.919921875
1712359634.4871092,74624,-2344.56005859375
1712359638.0007367,74765,-2366.31005859375
1712359644.2919903,75029,-2535.2900390625
1712359650.1410227,75265,-2618.719970703125
1712359660.6642983,75705,-3096.550048828125
1712359679.3367488,76437,-3573.719970703125
1712359687.274517,76744,-3658.5
1712359689.9944637,76849,-3694.64990234375
1712359698.1922479,77161,-3785.179931640625
1712359701.231244,77279,-3664.64990234375
1712359703.6523821,77369,-3707.969970703125
1712359708.9601526,77577,-3865.68994140625
1712359711.7317948,77685,-3816.389892578125
1712359714.1624758,77777,-3631.860107421875
1712359716.7607803,77879,-3725.409912109375
1712359722.6601217,78110,-3592.070068359375
1712359736.1639175,78629,-3341.93994140625
1712359739.0929213,78742,-3215.72998046875
1712359756.321534,79413,-3052.320068359375
1712359762.53153,79655,-2826.860107421875
1712359765.3920941,79763,-2804.340087890625
1712359768.2118382,79873,-2737.60009765625
1712359771.0353906,79981,-2840.93994140625
1712359774.0631826,80101,-2802.2900390625
1712359776.3899276,80186,-2765.0
1712359779.2585661,80295,-2681.22998046875
1712359781.9013364,80394,-2666.5
1712359784.9361858,80513,-2689.4599609375
1712359787.6317227,80618,-2745.22998046875
1712359790.6422873,80737,-2724.199951171875
1712359793.895339,80863,-2738.580078125
1712359801.2667062,81141,-2923.510009765625
1712359803.765973,81237,-2839.889892578125
1712359806.160197,81329,-2727.889892578125
1712359811.703642,81545,-2647.340087890625
1712359814.8428774,81668,-2651.989990234375
1712359817.8914688,81786,-2733.81005859375
1712359823.633178,82007,-2767.68994140625
1712359828.2742097,82181,-2789.169921875
1712359833.2219036,82373,-2935.580078125
1712359836.227322,82493,-3000.68994140625
1712359844.5510368,82819,-2922.7900390625
1712359847.4017787,82933,-2876.699951171875
1712359849.9349952,83028,-2948.429931640625
1712359855.2434032,83228,-2767.4599609375
1712359858.1474345,83342,-2814.570068359375
1712359861.0191808,83453,-2944.030029296875
1712359866.2862458,83653,-2642.280029296875
1712359871.7634373,83865,-2674.510009765625
1712359874.4404662,83966,-2755.699951171875
1712359882.8792303,84294,-2960.60009765625
1712359885.2235217,84381,-2876.929931640625
1712359887.891022,84487,-2836.800048828125
1712359890.463081,84585,-2786.56005859375
1712359893.1113327,84685,-2729.3798828125
1712359895.2163503,84763,-2795.719970703125
1712359897.9257097,84865,-2754.35009765625
1712359901.1082125,84990,-3041.780029296875
1712359908.6849575,85296,-3214.050048828125
1712359911.0565138,85385,-3231.10009765625
1712359915.2079053,85556,-3224.179931640625
1712359925.24641,85957,-3929.340087890625
1712359927.78514,86054,-3950.239990234375
1712359930.8105814,86175,-3928.449951171875
1712359935.7511718,86365,-3965.97998046875
1712359938.7679458,86483,-3994.06005859375
1712359941.9561863,86611,-4039.419921875
1712359944.777973,86719,-4038.330078125
1712359950.8306193,86954,-3927.60009765625
1712359955.9920824,87149,-3666.02001953125
1712359959.3286848,87283,-3707.1298828125
1712359962.1270483,87392,-3742.570068359375
1712359966.7137425,87564,-3776.1298828125
1712359972.1414278,87765,-3585.840087890625
1712359977.0833077,87951,-3303.31005859375
1712359979.4095995,88037,-3186.7099609375
1712359982.2950168,88150,-3148.800048828125
1712359989.6471922,88422,-2634.409912109375
1712360000.8279643,88853,-2396.840087890625
1712360003.7150784,88965,-2386.070068359375
1712360010.3150067,89231,-2334.949951171875
1712360012.470336,89310,-2332.330078125
1712360018.5063772,89545,-2418.72998046875
1712360028.6452718,89929,-2592.7099609375
1712360031.4499958,90037,-2574.360107421875
1712360037.0230765,90252,-2494.949951171875
1712360043.3425727,90499,-2635.0400390625
1712360055.2333853,90953,-2637.2900390625
1712360064.0353456,91298,-2713.419921875
1712360066.7452538,91403,-2698.590087890625
1712360072.5972412,91632,-2769.070068359375
1712360075.3112488,91734,-2755.139892578125
1712360078.0915236,91841,-2724.739990234375
1712360081.251561,91965,-2807.89990234375
1712360083.7208543,92060,-2806.080078125
1712360086.3749533,92161,-2801.820068359375
1712360088.35202,92235,-2659.070068359375
1712360089.7141137,92277,-2610.699951171875
1712360091.9957278,92360,-2607.110107421875
1712360101.6399972,92726,-2730.590087890625
1712360104.593839,92844,-2714.050048828125
1712360109.5401506,93029,-2764.7900390625
1712360114.2329133,93205,-2682.8798828125
1712360119.6348543,93409,-2735.719970703125
1712360122.470629,93517,-2765.590087890625
1712360127.8905098,93724,-2569.489990234375
1712360130.3216977,93816,-2484.1201171875
1712360132.986012,93918,-2382.090087890625
1712360141.6817982,94252,-2519.570068359375
1712360144.275496,94350,-2419.8701171875
1712360146.7091684,94443,-2476.419921875
1712360149.198804,94537,-2446.239990234375
1712360152.164185,94654,-2457.1201171875
1712360157.3633583,94852,-2435.56005859375
1712360159.9653964,94952,-2447.0
1712360163.2679737,95085,-2479.18994140625
1712360168.327794,95278,-2332.739990234375
1712360170.6074495,95362,-2417.6201171875
1712360173.0606482,95455,-2300.179931640625
1712360175.8555582,95561,-2278.699951171875
1712360178.8706214,95679,-2348.239990234375
1712360181.7126024,95787,-2355.570068359375
1712360189.7782748,96146,-2251.35009765625
1712360191.2230558,96195,-2270.3798828125
1712360193.373413,96273,-2304.72998046875
1712360201.8822052,96606,-2882.969970703125
1712360207.381338,96821,-3045.5
1712360212.607332,97021,-3068.909912109375
1712360221.4153855,97369,-3394.68994140625
1712360223.4519503,97445,-3429.570068359375
1712360226.1351092,97551,-3495.77001953125
1712360228.7051148,97648,-3581.780029296875
1712360232.2585242,97788,-3562.43994140625
1712360235.5174236,97920,-3567.929931640625
1712360238.128298,98017,-3543.1298828125
1712360240.7400715,98117,-3572.75
1712360246.3079746,98333,-3472.260009765625
1712360248.9692473,98437,-3483.429931640625
1712360251.680227,98543,-3509.7900390625
1712360263.885527,99025,-3364.02001953125
1712360274.747134,99434,-2861.030029296875
1712360277.799009,99557,-2798.9599609375
1712360283.2535386,99767,-2716.169921875
1712360286.3717988,99888,-2711.389892578125
1712360290.019189,100001,-2646.449951171875
1712360292.6162345,100101,-2345.090087890625
1712360295.2549286,100202,-2291.60009765625
1712360298.1532207,100313,-2229.60009765625
1712360306.6189687,100642,-2310.52001953125
1712360309.2277985,100742,-2335.590087890625
1712360311.8148744,100841,-2386.800048828125
1712360326.394803,101403,-2486.8798828125
1712360331.3891118,101593,-2583.139892578125
1712360333.7339976,101682,-2595.760009765625
1712360336.7037628,101800,-2651.800048828125
1712360339.4597645,101905,-2611.0400390625
1712360344.7006161,102102,-2819.4599609375
1712360352.8509772,102416,-2948.659912109375
1712360355.4654074,102515,-3001.93994140625
1712360360.9891472,102728,-3078.590087890625
1712360363.6765733,102831,-3074.030029296875
1712360369.6205432,103086,-3096.43994140625
1712360372.777163,103210,-3048.719970703125
1712360377.5222888,103405,-2965.5
1712360379.4000444,103471,-2873.510009765625
1712360384.4597676,103660,-2782.75
1712360393.639475,104014,-3396.909912109375
1712360396.3272786,104117,-3405.659912109375
1712360402.594687,104363,-3326.919921875
1712360408.3694954,104587,-3243.14990234375
1712360411.145743,104693,-3193.0
1712360413.8627644,104797,-3167.419921875
1712360416.3274357,104891,-3020.179931640625
1712360420.9312117,105062,-3009.340087890625
1712360423.1967854,105145,-2908.4599609375
1712360425.941565,105251,-2836.570068359375
1712360429.8149893,105409,-2927.77001953125
1712360432.6969829,105521,-2895.35009765625
1712360435.4125032,105626,-2937.330078125
1712360438.2080817,105733,-2987.409912109375
1712360441.3532372,105855,-3009.889892578125
1712360448.986788,106141,-3083.659912109375
1712360451.1609662,106223,-3070.659912109375
1712360461.6620212,106620,-2606.39990234375
1712360464.5362928,106729,-2613.81005859375
1712360469.9698021,106937,-2729.7099609375
1712360475.1659281,107135,-2706.43994140625
1712360480.4130898,107337,-2866.2900390625
1712360482.9245882,107432,-2952.68994140625
1712360485.3621604,107521,-2860.780029296875
1712360489.9672222,107714,-2825.1201171875
1712360492.83322,107827,-2854.080078125
1712360495.5556853,107929,-2869.5
1712360501.3902998,108154,-2756.4599609375
1712360507.3020346,108386,-2677.669921875
1712360512.3997803,108580,-2744.570068359375
1712360521.4400485,108932,-2677.81005859375
1712360524.202027,109037,-2636.820068359375
1712360526.9568262,109141,-2550.06005859375
1712360530.0035386,109263,-2571.780029296875
1712360532.9078937,109375,-2536.050048828125
1712360538.872158,109608,-2270.2900390625
1712360541.4547977,109705,-2223.719970703125
1712360544.4731462,109824,-2282.449951171875
1712360549.2979472,110002,-2433.389892578125
1712360552.412143,110123,-2246.969970703125
1712360557.8827152,110331,-2260.280029296875
1712360565.2226095,110606,-2297.06005859375
1712360570.07761,110789,-2347.1201171875
1712360572.582544,110884,-2323.050048828125
1712360575.8103976,111012,-2383.64990234375
1712360584.4264283,111341,-2508.110107421875
1712360594.7352936,111752,-3031.27001953125
1712360597.4384673,111853,-3062.030029296875
1712360603.2878132,112079,-3113.77001953125
1712360609.3117068,112312,-3251.93994140625
1712360615.4414916,112552,-3295.5
1712360618.455201,112669,-3205.7900390625
1712360627.7634375,113013,-3253.52001953125
1712360633.5168455,113236,-3336.139892578125
1712360636.247669,113340,-3238.469970703125
1712360639.208313,113453,-3277.260009765625
1712360641.6125317,113544,-3231.25
1712360647.9028144,113785,-3214.330078125
1712360650.6280491,113889,-3088.02001953125
1712360653.4299288,114000,-3062.85009765625
1712360656.241775,114107,-2970.590087890625
1712360665.1833827,114435,-2727.469970703125
1712360669.892321,114608,-2747.47998046875
1712360672.741664,114718,-2712.1298828125
1712360675.2166526,114812,-2744.429931640625
1712360677.8976731,114913,-2796.929931640625
1712360680.672841,115021,-2758.050048828125
1712360692.0426798,115465,-2882.360107421875
1712360694.993435,115581,-2821.760009765625
1712360697.6530716,115684,-2879.2099609375
1712360700.0068402,115773,-2814.840087890625
1712360707.2279215,116044,-2792.6298828125
1712360709.7727048,116138,-2749.60009765625
1712360712.6103947,116248,-2826.530029296875
1712360716.9785297,116429,-2828.090087890625
1712360719.616924,116529,-2874.840087890625
1712360724.8159387,116731,-2804.06005859375
1712360727.7285385,116845,-2769.2099609375
1712360730.0855703,116932,-2542.010009765625
1712360732.4857981,117021,-2483.75
1712360738.586947,117257,-2443.14990234375
